nombre,popularidad,genero,cantidad_albumes,mejor_pista,album_mejor_pista,año_mejor_pista
Pinky SD,77,cuarteto,41,Si No Es Muy Tarde - Versión Cumbia,Si No Es Muy Tarde - Versión Cumbia,2025
Pinky SD,77,cumbia,41,Si No Es Muy Tarde - Versión Cumbia,Si No Es Muy Tarde - Versión Cumbia,2025
Emilia,79,argentine trap,3,blackout 🧊,blackout 🧊,2025
Rauw Alejandro,91,reggaeton,8,Qué Pasaría...,Cosa Nuestra,2024
Rauw Alejandro,91,urbano latino,8,Qué Pasaría...,Cosa Nuestra,2024
Rauw Alejandro,91,trap latino,8,Qué Pasaría...,Cosa Nuestra,2024
Rauw Alejandro,91,latin,8,Qué Pasaría...,Cosa Nuestra,2024
Feid,89,reggaeton,10,LUNA,FERXXOCALIPSIS,2023
Feid,89,urbano latino,10,LUNA,FERXXOCALIPSIS,2023
Maria Becerra,79,argentine trap,2,RAMEN PARA DOS,RAMEN PARA DOS,2025
Ozuna,88,reggaeton,9,Se Preparó,Odisea,2017
Ozuna,88,trap latino,9,Se Preparó,Odisea,2017
Ozuna,88,latin,9,Se Preparó,Odisea,2017
Ozuna,88,urbano latino,9,Se Preparó,Odisea,2017
TINI,79,latin pop,7,blackout 🧊,blackout 🧊,2025
Lady Gaga,94,art pop,17,Die With A Smile,MAYHEM,2025
Lady Gaga,94,pop,17,Die With A Smile,MAYHEM,2025
Babasonicos,71,argentine rock,24,Como Eran Las Cosas,Mucho,2008
Babasonicos,71,rock en español,24,Como Eran Las Cosas,Mucho,2008
Babasonicos,71,latin rock,24,Como Eran Las Cosas,Mucho,2008
Babasonicos,71,latin alternative,24,Como Eran Las Cosas,Mucho,2008
Drake,97,rap,18,NOKIA,$ome $exy $ongs 4 U,2025
Shakira,88,latin pop,19,Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",2005
La T y La M,71,cumbia,3,Amor de Vago,Amor de Vago,2024
La T y La M,71,cuarteto,3,Amor de Vago,Amor de Vago,2024
La T y La M,71,rkt,3,Amor de Vago,Amor de Vago,2024
La T y La M,71,turreo,3,Amor de Vago,Amor de Vago,2024
Ke Personajes,74,cumbia,1,Piel,GOTTI A,2024
Ke Personajes,74,cuarteto,1,Piel,GOTTI A,2024
Bizarrap,81,argentine trap,0,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",2022
Bizarrap,81,trap latino,0,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",2022
Bizarrap,81,urbano latino,0,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",2022
Ovy On The Drums,85,reggaeton,0,La Plena - W Sound 05,La Plena (W Sound 05),2025
Ariana Grande,93,pop,17,we can't be friends (wait for your love),eternal sunshine,2024
Morat,83,colombian pop,7,Cuando Nadie Ve,Balas Perdidas,2018
Morat,83,latin pop,7,Cuando Nadie Ve,Balas Perdidas,2018
Maluma,87,reggaeton,11,+57,+57,2024
Maluma,87,latin,11,+57,+57,2024
Maluma,87,urbano latino,11,+57,+57,2024
Andrés Calamaro,72,argentine rock,30,Flaca,Alta Suciedad,1997
Andrés Calamaro,72,rock en español,30,Flaca,Alta Suciedad,1997
Andrés Calamaro,72,latin rock,30,Flaca,Alta Suciedad,1997
Miranda!,73,latin pop,21,Perfecta,El Templo del Pop,2008
The La Planta,69,cumbia,0,Hoy,Hoy,2024
The La Planta,69,rkt,0,Hoy,Hoy,2024
The La Planta,69,cuarteto,0,Hoy,Hoy,2024
The La Planta,69,turreo,0,Hoy,Hoy,2024
Romeo Santos,85,bachata,8,Khé?,Cosa Nuestra,2024
Romeo Santos,85,bachata pop,8,Khé?,Cosa Nuestra,2024
Romeo Santos,85,latin,8,Khé?,Cosa Nuestra,2024
Dua Lipa,89,pop,8,Cold Heart - PNAU Remix,The Lockdown Sessions,2021
Angela Leiva,66,cuarteto,10,Llamadas Extrañas,ANGELA LEIVA / Zapada EN VIVO en UN POCO DE RUIDO (En Vivo),2024
Angela Leiva,66,cumbia,10,Llamadas Extrañas,ANGELA LEIVA / Zapada EN VIVO en UN POCO DE RUIDO (En Vivo),2024
Don Omar,85,reggaeton,12,Danza Kuduro,Meet The Orphans,2010
Don Omar,85,urbano latino,12,Danza Kuduro,Meet The Orphans,2010
Abel Pintos,68,folklore argentino,14,QUE ME FALTE TODO,QUE NOS FALTE TODO,2024
Abel Pintos,68,cuarteto,14,QUE ME FALTE TODO,QUE NOS FALTE TODO,2024
Camilo,82,colombian pop,5,Una Vida Pasada,cuatro,2024
Camilo,82,pop urbano,5,Una Vida Pasada,cuatro,2024
Sech,81,reggaeton,10,Priti,Priti,2025
Sech,81,urbano latino,10,Priti,Priti,2025
David Guetta,90,edm,16,I'm Good (Blue),I'm Good (Blue),2022
David Guetta,90,dance,16,I'm Good (Blue),I'm Good (Blue),2022
Manuel Turizo,84,reggaeton,4,En Privado,En Privado,2025
Manuel Turizo,84,pop urbano,4,En Privado,En Privado,2025
Manuel Turizo,84,latin,4,En Privado,En Privado,2025
Manuel Turizo,84,colombian pop,4,En Privado,En Privado,2025
SZA,93,r&b,7,luther (with sza),GNX,2024
Ed Sheeran,90,soft pop,18,Azizam,Azizam,2025
Luísa Sonza,77,brazilian pop,4,bunda 🍑,bunda 🍑,2025
Luísa Sonza,77,funk pop,4,bunda 🍑,bunda 🍑,2025
Luísa Sonza,77,funk,4,bunda 🍑,bunda 🍑,2025
Salastkbron,66,rkt,0,Tengo Una Cadena,Tengo Una Cadena,2025
Salastkbron,66,turreo,0,Tengo Una Cadena,Tengo Una Cadena,2025
Salastkbron,66,guaracha,0,Tengo Una Cadena,Tengo Una Cadena,2025
Sebastian Yatra,81,colombian pop,4,Vagabundo,Milagro,2025
Sebastian Yatra,81,reggaeton,4,Vagabundo,Milagro,2025
Ricardo Arjona,77,latin pop,25,Fuiste Tú,Independiente,2011
Danny Ocean,82,reggaeton,5,Imagínate,Imagínate,2024
BTS,87,k-pop,21,FAKE LOVE,Love Yourself 轉 'Tear',2018
Maroon 5,88,pop,16,Payphone,Overexposed Track By Track,2012
Luis Miguel,83,mariachi,32,Ahora Te Puedes Marchar,Soy Como Quiero Ser,1987
Luis Miguel,83,bolero,32,Ahora Te Puedes Marchar,Soy Como Quiero Ser,1987
Luis Miguel,83,latin pop,32,Ahora Te Puedes Marchar,Soy Como Quiero Ser,1987
Alejandro Sanz,80,latin pop,27,Amiga mía,Más,1997
Calvin Harris,88,edm,7,We Found Love,Talk That Talk,2011
Karina,63,cumbia,10,SINVERGÜENZA - con Angela Torres,SINVERGÜENZA - con Angela Torres,2023
Karina,63,cuarteto,10,SINVERGÜENZA - con Angela Torres,SINVERGÜENZA - con Angela Torres,2023
Reik,78,latin pop,9,Yo Quisiera,Reik,2005
Adele,86,soft pop,4,Set Fire to the Rain,21,2011
JENNIE,88,k-pop,1,like JENNIE,Ruby,2025
Stray Kids,85,k-pop,21,Chk Chk Boom,ATE,2024
Katy Perry,87,pop,11,Last Friday Night (T.G.I.F.),Teenage Dream,2010
Selena Gomez,87,pop,6,Ojos Tristes (with The Marías),I Said I Love You First,2025
Charli xcx,87,hyperpop,12,party 4 u,how i'm feeling now,2020
Charli xcx,87,art pop,12,party 4 u,how i'm feeling now,2020
Maná,79,rock en español,25,Oye Mi Amor,¿Dónde Jugarán Los Niños?,1992
Maná,79,latin rock,25,Oye Mi Amor,¿Dónde Jugarán Los Niños?,1992
Maná,79,mexican rock,25,Oye Mi Amor,¿Dónde Jugarán Los Niños?,1992
Maná,79,latin pop,25,Oye Mi Amor,¿Dónde Jugarán Los Niños?,1992
DJ Tao,63,rkt,0,PÉGATE,PÉGATE,2024
DJ Tao,63,turreo,0,PÉGATE,PÉGATE,2024
DJ Tao,63,cumbia,0,PÉGATE,PÉGATE,2024
Aventura,81,bachata,7,Ella Y Yo - Featuring Don Omar,God's Project,2005
Aventura,81,bachata pop,7,Ella Y Yo - Featuring Don Omar,God's Project,2005
Anitta,82,brazilian pop,9,São Paulo (feat. Anitta),Hurry Up Tomorrow,2025
Anitta,82,funk pop,9,São Paulo (feat. Anitta),Hurry Up Tomorrow,2025
Anitta,82,funk carioca,9,São Paulo (feat. Anitta),Hurry Up Tomorrow,2025
Anitta,82,funk,9,São Paulo (feat. Anitta),Hurry Up Tomorrow,2025
Anitta,82,pagode baiano,9,São Paulo (feat. Anitta),Hurry Up Tomorrow,2025
Tainy,80,reggaeton,7,Callaita,Un Verano Sin Ti,2022
Joaquín Sabina,70,trova,34,19 Dias y 500 Noches,19 Dias Y 500 Noches,1999
Joaquín Sabina,70,singer-songwriter,34,19 Dias y 500 Noches,19 Dias Y 500 Noches,1999
Joaquín Sabina,70,nueva trova,34,19 Dias y 500 Noches,19 Dias Y 500 Noches,1999
Chayanne,76,latin pop,20,Bailando Bachata,Bailemos Otra Vez,2023
The Marías,86,bedroom pop,2,No One Noticed,Submarine,2024
Lil Wayne,89,rap,32,Love Me,I Am Not A Human Being II (Deluxe),2013
Lil Wayne,89,hip hop,32,Love Me,I Am Not A Human Being II (Deluxe),2013
Julieta Venegas,76,latin pop,12,Lo Siento BB:/,DATA,2023
Julieta Venegas,76,latin rock,12,Lo Siento BB:/,DATA,2023
Enrique Iglesias,81,latin pop,14,Bailando - Spanish Version,SEX AND LOVE,2015
Enrique Iglesias,81,latin,14,Bailando - Spanish Version,SEX AND LOVE,2015
Britney Spears,83,pop,11,Toxic,In The Zone,2003
Juanes,77,latin pop,17,Es Por Ti,Un Día Normal,2002
Juanes,77,colombian pop,17,Es Por Ti,Un Día Normal,2002
Juanes,77,rock en español,17,Es Por Ti,Un Día Normal,2002
Pablo Alborán,75,latin pop,12,Saturno,Prometo,2017
Cigarettes After Sex,86,dream pop,3,Apocalypse,Cigarettes After Sex,2017
Migrantes,63,cumbia,2,MERCHO,MERCHO,2022
Migrantes,63,cuarteto,2,MERCHO,MERCHO,2022
Migrantes,63,rkt,2,MERCHO,MERCHO,2022
Los Enanitos Verdes,74,rock en español,23,Lamento Boliviano,Big Bang,1994
Los Enanitos Verdes,74,latin rock,23,Lamento Boliviano,Big Bang,1994
Los Enanitos Verdes,74,argentine rock,23,Lamento Boliviano,Big Bang,1994
Los Enanitos Verdes,74,mexican rock,23,Lamento Boliviano,Big Bang,1994
Los Enanitos Verdes,74,latin alternative,23,Lamento Boliviano,Big Bang,1994
Sam Smith,83,soft pop,12,I'm Not The Only One,In The Lonely Hour,2014
Damas Gratis,63,cumbia,15,Costumbres - Vivo,Costumbres (Vivo),2022
Damas Gratis,63,cuarteto,15,Costumbres - Vivo,Costumbres (Vivo),2022
Rodrigo,59,cuarteto,19,Ocho Cuarenta,Cuarteteando,1998
Rodrigo,59,cumbia,19,Ocho Cuarenta,Cuarteteando,1998
ROSALÍA,78,latin,4,New Woman (feat. ROSALÍA),Alter Ego,2025
Cristian Castro,74,latin pop,20,No Podras,Agua Nueva,1992
Prince Royce,77,bachata,10,Corazón Sin Cara,Prince Royce,2010
Prince Royce,77,latin,10,Corazón Sin Cara,Prince Royce,2010
Prince Royce,77,bachata pop,10,Corazón Sin Cara,Prince Royce,2010
Avicii,84,edm,7,Wake Me Up,True,2013
OneRepublic,85,soft pop,12,Counting Stars,Native,2013
La Oreja de Van Gogh,74,latin pop,16,Rosas,Lo Que Te Conte Mientras Te Hacias La Dormida,2003
Marc Anthony,79,salsa,20,Volver,Volver,2025
Marc Anthony,79,salsa romantica,20,Volver,Volver,2025
Marc Anthony,79,merengue,20,Volver,Volver,2025
Marc Anthony,79,bachata,20,Volver,Volver,2025
Marc Anthony,79,latin,20,Volver,Volver,2025
Marama,61,cumbia,3,"Hasta La Luna (feat. Meri Deal, Marama) - Remix","Hasta La Luna (feat. Meri Deal, Marama) [Remix]",2024
Marama,61,cuarteto,3,"Hasta La Luna (feat. Meri Deal, Marama) - Remix","Hasta La Luna (feat. Meri Deal, Marama) [Remix]",2024
Tiësto,83,edm,50,Thank You (Not So Bad),Thank You (Not So Bad),2023
Tiësto,83,trance,50,Thank You (Not So Bad),Thank You (Not So Bad),2023
Tiësto,83,big room,50,Thank You (Not So Bad),Thank You (Not So Bad),2023
Tiësto,83,house,50,Thank You (Not So Bad),Thank You (Not So Bad),2023
Tiësto,83,dance,50,Thank You (Not So Bad),Thank You (Not So Bad),2023
Nestor En Bloque,60,cumbia,14,Una Calle Nos Separa,Mi Único Amor,2004
Nestor En Bloque,60,cuarteto,14,Una Calle Nos Separa,Mi Único Amor,2004
Camila,75,latin pop,9,Todo Cambió,Todo Cambio,2006
Jesse & Joy,75,latin pop,13,Dueles,Un Besito Más,2015
ROSÉ,84,k-pop,1,APT.,rosie,2024
Jimin,83,k-pop,3,Who,MUSE,2024
Snoop Dogg,84,g-funk,38,"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",2011
Snoop Dogg,84,west coast hip hop,38,"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",2011
Snoop Dogg,84,gangster rap,38,"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",2011
Snoop Dogg,84,hip hop,38,"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",2011
Snoop Dogg,84,rap,38,"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",2011
Marshmello,83,edm,5,Happier,Happier,2018
50 Cent,85,east coast hip hop,7,In Da Club,Get Rich Or Die Tryin',2003
Ricky Martin,74,latin pop,15,Livin' la Vida Loca,Ricky Martin,1999
Ricky Martin,74,latin,15,Livin' la Vida Loca,Ricky Martin,1999
Luis Fonsi,76,latin,16,Despacito,VIDA,2019
Sean Paul,84,dancehall,11,No Lie,Mad Love The Prequel,2018
Wiz Khalifa,84,rap,35,The Thrill,The Thrill (feat. Empire of the Sun),2020
Jin,81,k-pop,6,Running Wild,Happy - :') (Remixes),2024
Jung Kook,82,k-pop,2,Seven (feat. Latto) (Explicit Ver.),GOLDEN,2023
Juan Luis Guerra 4.40,77,merengue,24,Cuando Me Enamoro,Euphoria,2010
Juan Luis Guerra 4.40,77,bachata,24,Cuando Me Enamoro,Euphoria,2010
Juan Luis Guerra 4.40,77,salsa,24,Cuando Me Enamoro,Euphoria,2010
j-hope,80,k-pop,3,MONA LISA,MONA LISA,2025
j-hope,80,k-rap,3,MONA LISA,MONA LISA,2025
Becky G,78,reggaeton,4,MAMIII,ESQUEMAS,2022
Becky G,78,latin,4,MAMIII,ESQUEMAS,2022
Rodrigo Tapari,60,cumbia,6,Es Tan Grande Este Amor,Es Tan Grande Este Amor,2019
Rodrigo Tapari,60,cuarteto,6,Es Tan Grande Este Amor,Es Tan Grande Este Amor,2019
JAY-Z,85,hip hop,22,Empire State Of Mind,The Blueprint 3,2009
JAY-Z,85,east coast hip hop,22,Empire State Of Mind,The Blueprint 3,2009
JAY-Z,85,rap,22,Empire State Of Mind,The Blueprint 3,2009
Pushi,58,cumbia,0,Si Esta Casa Hablara,Si Esta Casa Hablara,2023
Pushi,58,cuarteto,0,Si Esta Casa Hablara,Si Esta Casa Hablara,2023
Pushi,58,rkt,0,Si Esta Casa Hablara,Si Esta Casa Hablara,2023
Pushi,58,turreo,0,Si Esta Casa Hablara,Si Esta Casa Hablara,2023
Ha*Ash,77,latin pop,11,Lo Aprendí de Ti - HA-ASH Primera Fila - Hecho Realidad [En Vivo],HA-ASH Primera Fila - Hecho Realidad,2014
Zoe Gotusso,58,latin indie,2,Carta Para No Llorar,Carta Para No Llorar,2023
Carlos Rivera,72,latin pop,13,Que Lo Nuestro Se Quede Nuestro,Yo Creo,2016
David Bisbal,71,latin pop,24,Dígale,Corazon Latino,2002
Coti,62,argentine rock,11,Color Esperanza 2020,Color Esperanza 2020,2020
Coti,62,latin pop,11,Color Esperanza 2020,Color Esperanza 2020,2020
Roze Oficial,58,rkt,1,ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,2023
Roze Oficial,58,turreo,1,ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,2023
Roze Oficial,58,cumbia,1,ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,2023
Roze Oficial,58,cuarteto,1,ROZE | DJ TAO Turreo Sessions #22,ROZE | DJ TAO Turreo Sessions #22,2023
Alan Gomez,61,rkt,1,TURRA,TURRA,2021
Alan Gomez,61,turreo,1,TURRA,TURRA,2021
Kany García,75,latin pop,13,Te Lo Agradezco,Lo Más Escuchado del 2023,2023
NATTI NATASHA,75,reggaeton,6,Criminal,Criminal,2017
NATTI NATASHA,75,latin,6,Criminal,Criminal,2017
NATTI NATASHA,75,urbano latino,6,Criminal,Criminal,2017
NATTI NATASHA,75,bachata,6,Criminal,Criminal,2017
Carlos Vives,75,colombian pop,20,La Bicicleta,VIVES,2017
Carlos Vives,75,vallenato,20,La Bicicleta,VIVES,2017
Carlos Vives,75,latin,20,La Bicicleta,VIVES,2017
Carlos Vives,75,latin pop,20,La Bicicleta,VIVES,2017
Sebastian Mendoza,57,cumbia norteña,18,No Aguanto Más,No Aguanto Más,2021
Sebastian Mendoza,57,cumbia,18,No Aguanto Más,No Aguanto Más,2021
Sebastian Mendoza,57,cuarteto,18,No Aguanto Más,No Aguanto Más,2021
Diego Torres,65,latin pop,14,Color Esperanza,Un Mundo Diferente,2001
Diego Torres,65,colombian pop,14,Color Esperanza,Un Mundo Diferente,2001
Piso 21,75,reggaeton,7,Volver,Volver,2025
Piso 21,75,colombian pop,7,Volver,Volver,2025
Piso 21,75,pop urbano,7,Volver,Volver,2025
Melendi,76,flamenco,16,Tu jardín con enanitos,Lágrimas desordenadas,2012
Melendi,76,flamenco pop,16,Tu jardín con enanitos,Lágrimas desordenadas,2012
Kygo,82,tropical house,7,Whatever,KYGO,2024
Jul,86,pop urbaine,32,Phénoménal,D&P à vie,2025
Matías Valdez,58,cuarteto,2,Latidos,Latidos,2022
Matías Valdez,58,cumbia,2,Latidos,Latidos,2022
Los Fabulosos Cadillacs,69,rock en español,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
Los Fabulosos Cadillacs,69,latin rock,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
Los Fabulosos Cadillacs,69,ska,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
Los Fabulosos Cadillacs,69,argentine rock,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
Los Fabulosos Cadillacs,69,latin alternative,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
Los Fabulosos Cadillacs,69,mexican ska,17,Vasos Vacíos - Remasterizado 2008,El Ritmo Mundial,1988
James Arthur,82,soft pop,8,Say You Won't Let Go,Back from the Edge,2016
LISA,82,k-pop,1,Born Again (feat. Doja Cat & RAYE),Alter Ego,2025
Natalia Lafourcade,75,latin folk,16,Hasta la Raíz,Hasta la Raíz (Edición Especial),2015
Natalia Lafourcade,75,bolero,16,Hasta la Raíz,Hasta la Raíz (Edición Especial),2015
Natalia Lafourcade,75,latin indie,16,Hasta la Raíz,Hasta la Raíz (Edición Especial),2015
Natalia Lafourcade,75,latin alternative,16,Hasta la Raíz,Hasta la Raíz (Edición Especial),2015
MYA,61,cuarteto,3,MYA LIVE P3: Qué Pasará,MYA LIVE P3: Qué Pasará,2023
Sin Bandera,73,latin pop,8,Que Lloro,De Viaje,2003
Alejandro Fernández,78,mariachi,27,Me Dediqué a Perderte,A Corazón Abierto,2004
Alejandro Fernández,78,ranchera,27,Me Dediqué a Perderte,A Corazón Abierto,2004
Alejandro Fernández,78,latin pop,27,Me Dediqué a Perderte,A Corazón Abierto,2004
Alejandro Fernández,78,bolero,27,Me Dediqué a Perderte,A Corazón Abierto,2004
USHER,83,r&b,15,Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),2004
Marco Antonio Solís,77,grupera,17,Acepto Mi Derrota,Rosas Y Bombones Con Marco Antonio Solís,2025
Marco Antonio Solís,77,mariachi,17,Acepto Mi Derrota,Rosas Y Bombones Con Marco Antonio Solís,2025
Marco Antonio Solís,77,ranchera,17,Acepto Mi Derrota,Rosas Y Bombones Con Marco Antonio Solís,2025
Marco Antonio Solís,77,latin pop,17,Acepto Mi Derrota,Rosas Y Bombones Con Marco Antonio Solís,2025
Skrillex,79,dubstep,6,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,2015
Skrillex,79,edm,6,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,2015
Skrillex,79,electro,6,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,2015
Skrillex,79,electronic,6,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,2015
Haze,69,reggaeton,0,Amanece,Amanece,2018
ENHYPEN,81,k-pop,6,Bite Me,DARK BLOOD,2023
TWICE,80,k-pop,23,Strategy (feat. Megan Thee Stallion),STRATEGY,2024
Paramore,82,pop punk,9,Hard Times,After Laughter,2017
Paramore,82,emo,9,Hard Times,After Laughter,2017
Paramore,82,emo pop,9,Hard Times,After Laughter,2017
Ricardo Montaner,70,latin pop,36,Tan Enamorados,Ricardo Montaner Con La London Metropolitan Orchestra,1990
Angela Torres,59,cuarteto,0,SINVERGÜENZA - con Angela Torres,SINVERGÜENZA - con Angela Torres,2023
Robin Schulz,80,tropical house,5,Waves - Robin Schulz Radio Edit,Waves (Robin Schulz Radio Edit),2014
Mau y Ricky,70,reggaeton,4,Desconocidos,Para Aventuras y Curiosidades,2019
Mau y Ricky,70,latin pop,4,Desconocidos,Para Aventuras y Curiosidades,2019
Mau y Ricky,70,pop urbano,4,Desconocidos,Para Aventuras y Curiosidades,2019
Roman El Original,55,cumbia,14,Amor De Chat - Remix,Amor De Chat (Remix),2024
Roman El Original,55,cuarteto,14,Amor De Chat - Remix,Amor De Chat (Remix),2024
Lost Frequencies,79,tropical house,7,Black Friday (pretty like the sun),Black Friday (pretty like the sun),2024
Chano,55,argentine rock,3,Claramente,El Otro,2018
Clairo,82,bedroom pop,3,Juna,Charm,2024
Alex Ubago,69,latin pop,13,Aunque no te pueda ver,Fantasía o realidad,2003
Lewis Capaldi,79,soft pop,4,Someone You Loved,Divinely Uninspired To A Hellish Extent,2019
Charlie Puth,80,soft pop,5,We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind (Special Edition),2015
